,awardYear,category,knownName.en,motivation,prizeAmountAdjusted,wikipedia.english,links.href
746,1950,Peace,Ralph Bunche,for his work as mediator in Palestine in 1948-1949,3455264.0,https://en.wikipedia.org/wiki/Ralph_Bunche,https://api.nobelprize.org/2/laureate/511
213,1950,Physiology or Medicine,Edward C. Kendall,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",3455264.0,https://en.wikipedia.org/wiki/Edward_Calvin_Kendall,https://api.nobelprize.org/2/laureate/349
580,1949,Peace,Lord Boyd Orr,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",3319600.0,"https://en.wikipedia.org/wiki/John_Boyd_Orr,_1st_Baron_Boyd-Orr",https://api.nobelprize.org/2/laureate/510
939,1949,Physiology or Medicine,Walter Hess,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,3319600.0,https://en.wikipedia.org/wiki/Walter_Rudolf_Hess,https://api.nobelprize.org/2/laureate/347
219,1949,Physiology or Medicine,Egas Moniz,for his discovery of the therapeutic value of leucotomy in certain psychoses,3319600.0,https://en.wikipedia.org/wiki/António_Egas_Moniz,https://api.nobelprize.org/2/laureate/348
963,1949,Chemistry,William F. Giauque,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",3319600.0,https://en.wikipedia.org/wiki/William_Giauque,https://api.nobelprize.org/2/laureate/209
965,1949,Literature,William Faulkner,for his powerful and artistically unique contribution to the modern American novel,3319600.0,https://en.wikipedia.org/wiki/William_Faulkner,https://api.nobelprize.org/2/laureate/620
401,1949,Physics,Hideki Yukawa,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,3319600.0,https://en.wikipedia.org/wiki/Hideki_Yukawa,https://api.nobelprize.org/2/laureate/54
712,1948,Physiology or Medicine,Paul Müller,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,3462835.0,https://en.wikipedia.org/wiki/Paul_Hermann_Müller,https://api.nobelprize.org/2/laureate/346
890,1948,Literature,T.S. Eliot,"for his outstanding, pioneer contribution to present-day poetry",3462835.0,https://en.wikipedia.org/wiki/T._S._Eliot,https://api.nobelprize.org/2/laureate/619
694,1948,Physics,Patrick M.S. Blackett,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",3462835.0,"https://en.wikipedia.org/wiki/Patrick_Blackett,_Baron_Blackett",https://api.nobelprize.org/2/laureate/53
75,1948,Chemistry,Arne Tiselius,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",3462835.0,https://en.wikipedia.org/wiki/Arne_Tiselius,https://api.nobelprize.org/2/laureate/208
873,1947,Chemistry,Sir Robert Robinson,"for his investigations on plant products of biological importance, especially the alkaloids",3301577.0,https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist),https://api.nobelprize.org/2/laureate/207
103,1947,Physiology or Medicine,Bernardo Houssay,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,3301577.0,https://en.wikipedia.org/wiki/Bernardo_Houssay,https://api.nobelprize.org/2/laureate/345
293,1947,Peace,,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",3301577.0,https://en.wikipedia.org/wiki/Quaker_Peace_and_Social_Witness,https://api.nobelprize.org/2/laureate/508
56,1947,Literature,André Gide,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",3301577.0,https://en.wikipedia.org/wiki/André_Gide,https://api.nobelprize.org/2/laureate/618
51,1947,Peace,,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",3301577.0,https://en.wikipedia.org/wiki/American_Friends_Service_Committee,https://api.nobelprize.org/2/laureate/509
216,1947,Physics,Edward V. Appleton,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,3301577.0,https://en.wikipedia.org/wiki/Edward_Victor_Appleton,https://api.nobelprize.org/2/laureate/52
337,1947,Physiology or Medicine,Gerty Cori,for their discovery of the course of the catalytic conversion of glycogen,3301577.0,https://en.wikipedia.org/wiki/Gerty_Cori,https://api.nobelprize.org/2/laureate/344
123,1947,Physiology or Medicine,Carl Cori,for their discovery of the course of the catalytic conversion of glycogen,3301577.0,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori,https://api.nobelprize.org/2/laureate/343
505,1946,Peace,John R. Mott,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,2836450.0,https://en.wikipedia.org/wiki/John_Mott,https://api.nobelprize.org/2/laureate/507
497,1946,Chemistry,John H. Northrop,for their preparation of enzymes and virus proteins in a pure form,2836450.0,https://en.wikipedia.org/wiki/John_Howard_Northrop,https://api.nobelprize.org/2/laureate/205
234,1946,Peace,Emily Greene Balch,for her lifelong work for the cause of peace,2836450.0,https://en.wikipedia.org/wiki/Emily_Greene_Balch,https://api.nobelprize.org/2/laureate/506
945,1946,Chemistry,Wendell M. Stanley,for their preparation of enzymes and virus proteins in a pure form,2836450.0,https://en.wikipedia.org/wiki/Wendell_Meredith_Stanley,https://api.nobelprize.org/2/laureate/206
396,1946,Literature,Hermann Hesse,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",2836450.0,https://en.wikipedia.org/wiki/Hermann_Hesse,https://api.nobelprize.org/2/laureate/617
445,1946,Chemistry,James B. Sumner,for his discovery that enzymes can be crystallized,2836450.0,https://en.wikipedia.org/wiki/James_B._Sumner,https://api.nobelprize.org/2/laureate/204
717,1946,Physics,Percy W. Bridgman,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",2836450.0,https://en.wikipedia.org/wiki/Percy_Williams_Bridgman,https://api.nobelprize.org/2/laureate/51
397,1946,Physiology or Medicine,Hermann J. Muller,for the discovery of the production of mutations by means of X-ray irradiation,2836450.0,https://en.wikipedia.org/wiki/Hermann_Joseph_Muller,https://api.nobelprize.org/2/laureate/342
84,1945,Chemistry,Artturi Virtanen,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",2831992.0,https://en.wikipedia.org/wiki/Artturi_Ilmari_Virtanen,https://api.nobelprize.org/2/laureate/203
981,1945,Physics,Wolfgang Pauli,"for the discovery of the Exclusion Principle, also called the Pauli Principle",2831992.0,https://en.wikipedia.org/wiki/Wolfgang_Pauli,https://api.nobelprize.org/2/laureate/50
248,1945,Physiology or Medicine,Ernst B. Chain,for the discovery of penicillin and its curative effect in various infectious diseases,2831992.0,https://en.wikipedia.org/wiki/Ernst_Boris_Chain,https://api.nobelprize.org/2/laureate/340
862,1945,Physiology or Medicine,Sir Howard Florey,for the discovery of penicillin and its curative effect in various infectious diseases,2831992.0,https://en.wikipedia.org/wiki/Howard_Florey,https://api.nobelprize.org/2/laureate/341
160,1945,Peace,Cordell Hull,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,2831992.0,https://en.wikipedia.org/wiki/Cordell_Hull,https://api.nobelprize.org/2/laureate/505
850,1945,Physiology or Medicine,Sir Alexander Fleming,for the discovery of penicillin and its curative effect in various infectious diseases,2831992.0,https://en.wikipedia.org/wiki/Alexander_Fleming,https://api.nobelprize.org/2/laureate/339
300,1945,Literature,Gabriela Mistral,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",2831992.0,https://en.wikipedia.org/wiki/Gabriela_Mistral,https://api.nobelprize.org/2/laureate/615
515,1944,Physiology or Medicine,Joseph Erlanger,for their discoveries relating to the highly differentiated functions of single nerve fibres,2843849.0,https://en.wikipedia.org/wiki/Joseph_Erlanger,https://api.nobelprize.org/2/laureate/337
481,1944,Literature,Johannes V. Jensen,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",2843849.0,https://en.wikipedia.org/wiki/Johannes_Vilhelm_Jensen,https://api.nobelprize.org/2/laureate/614
425,1944,Physics,Isidor Isaac Rabi,for his resonance method for recording the magnetic properties of atomic nuclei,2843849.0,https://en.wikipedia.org/wiki/Isidor_Isaac_Rabi,https://api.nobelprize.org/2/laureate/49
684,1944,Chemistry,Otto Hahn,for his discovery of the fission of heavy nuclei,2843849.0,https://en.wikipedia.org/wiki/Otto_Hahn,https://api.nobelprize.org/2/laureate/202
394,1944,Physiology or Medicine,Herbert S. Gasser,for their discoveries relating to the highly differentiated functions of single nerve fibres,2843849.0,https://en.wikipedia.org/wiki/Herbert_Spencer_Gasser,https://api.nobelprize.org/2/laureate/338
312,1943,Chemistry,George de Hevesy,for his work on the use of isotopes as tracers in the study of chemical processes,2855649.0,https://en.wikipedia.org/wiki/George_de_Hevesy,https://api.nobelprize.org/2/laureate/201
687,1943,Physics,Otto Stern,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,2855649.0,https://en.wikipedia.org/wiki/Otto_Stern,https://api.nobelprize.org/2/laureate/48
211,1943,Physiology or Medicine,Edward A. Doisy,for his discovery of the chemical nature of vitamin K,2855649.0,https://en.wikipedia.org/wiki/Edward_Adelbert_Doisy,https://api.nobelprize.org/2/laureate/336
384,1943,Physiology or Medicine,Henrik Dam,for his discovery of vitamin K,2855649.0,https://en.wikipedia.org/wiki/Henrik_Dam,https://api.nobelprize.org/2/laureate/335
244,1939,Physics,Ernest Lawrence,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",4789363.0,https://en.wikipedia.org/wiki/Ernest_Lawrence,https://api.nobelprize.org/2/laureate/47
10,1939,Chemistry,Adolf Butenandt,for his work on sex hormones,4789363.0,https://en.wikipedia.org/wiki/Adolf_Butenandt,https://api.nobelprize.org/2/laureate/199
572,1939,Chemistry,Leopold Ruzicka,for his work on polymethylenes and higher terpenes,4789363.0,https://en.wikipedia.org/wiki/Leopold_Ružička,https://api.nobelprize.org/2/laureate/200
332,1939,Physiology or Medicine,Gerhard Domagk,for the discovery of the antibacterial effects of prontosil,4789363.0,https://en.wikipedia.org/wiki/Gerhard_Domagk,https://api.nobelprize.org/2/laureate/334
280,1939,Literature,Frans Eemil Sillanpää,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,4789363.0,https://en.wikipedia.org/wiki/Frans_Eemil_Sillanpää,https://api.nobelprize.org/2/laureate/613
161,1938,Physiology or Medicine,Corneille Heymans,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,5146618.0,https://en.wikipedia.org/wiki/Corneille_Heymans,https://api.nobelprize.org/2/laureate/333
236,1938,Physics,Enrico Fermi,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",5146618.0,https://en.wikipedia.org/wiki/Enrico_Fermi,https://api.nobelprize.org/2/laureate/46
716,1938,Literature,Pearl Buck,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,5146618.0,https://en.wikipedia.org/wiki/Pearl_S._Buck,https://api.nobelprize.org/2/laureate/610
763,1938,Chemistry,Richard Kuhn,for his work on carotenoids and vitamins,5146618.0,https://en.wikipedia.org/wiki/Richard_Kuhn,https://api.nobelprize.org/2/laureate/198
654,1938,Peace,,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,5146618.0,https://en.wikipedia.org/wiki/Nansen_International_Office_for_Refugees,https://api.nobelprize.org/2/laureate/503
158,1937,Physics,Clinton Davisson,for their experimental discovery of the diffraction of electrons by crystals,5342467.0,https://en.wikipedia.org/wiki/Clinton_Davisson,https://api.nobelprize.org/2/laureate/44
806,1937,Literature,Roger Martin du Gard,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,5342467.0,https://en.wikipedia.org/wiki/Roger_Martin_du_Gard,https://api.nobelprize.org/2/laureate/609
708,1937,Chemistry,Paul Karrer,"for his investigations on carotenoids, flavins and vitamins A and B2",5342467.0,https://en.wikipedia.org/wiki/Paul_Karrer,https://api.nobelprize.org/2/laureate/197
670,1937,Chemistry,Norman Haworth,for his investigations on carbohydrates and vitamin C,5342467.0,https://en.wikipedia.org/wiki/Norman_Haworth,https://api.nobelprize.org/2/laureate/196
320,1937,Physics,George Paget Thomson,for their experimental discovery of the diffraction of electrons by crystals,5342467.0,https://en.wikipedia.org/wiki/George_Paget_Thomson,https://api.nobelprize.org/2/laureate/45
781,1937,Peace,"Robert Cecil, Viscount Cecil of Chelwood","for his tireless effort in support of the League of Nations, disarmament and peace",5342467.0,"https://en.wikipedia.org/wiki/Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",https://api.nobelprize.org/2/laureate/502
30,1937,Physiology or Medicine,Albert Szent-Györgyi,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",5342467.0,https://en.wikipedia.org/wiki/Albert_Szent-Györgyi,https://api.nobelprize.org/2/laureate/332
932,1936,Physics,Victor F. Hess,for his discovery of cosmic radiation,5565925.0,https://en.wikipedia.org/wiki/Victor_Francis_Hess,https://api.nobelprize.org/2/laureate/42
124,1936,Physics,Carl D. Anderson,for his discovery of the positron,5565925.0,https://en.wikipedia.org/wiki/Carl_David_Anderson,https://api.nobelprize.org/2/laureate/43
861,1936,Physiology or Medicine,Sir Henry Dale,for their discoveries relating to chemical transmission of nerve impulses,5565925.0,https://en.wikipedia.org/wiki/Henry_Hallett_Dale,https://api.nobelprize.org/2/laureate/330
722,1936,Chemistry,Peter Debye,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,5565925.0,https://en.wikipedia.org/wiki/Peter_Debye,https://api.nobelprize.org/2/laureate/195
130,1936,Peace,Carlos Saavedra Lamas,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935",5565925.0,https://en.wikipedia.org/wiki/Carlos_Saavedra_Lamas,https://api.nobelprize.org/2/laureate/501
685,1936,Physiology or Medicine,Otto Loewi,for their discoveries relating to chemical transmission of nerve impulses,5565925.0,https://en.wikipedia.org/wiki/Otto_Loewi,https://api.nobelprize.org/2/laureate/331
255,1936,Literature,Eugene O'Neill,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",5565925.0,https://en.wikipedia.org/wiki/Eugene_O'Neill,https://api.nobelprize.org/2/laureate/608
126,1935,Peace,Carl von Ossietzky,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,5661062.0,https://en.wikipedia.org/wiki/Carl_von_Ossietzky,https://api.nobelprize.org/2/laureate/500
365,1935,Physiology or Medicine,Hans Spemann,for his discovery of the organizer effect in embryonic development,5661062.0,https://en.wikipedia.org/wiki/Hans_Spemann,https://api.nobelprize.org/2/laureate/329
281,1935,Chemistry,Frédéric Joliot,in recognition of their synthesis of new radioactive elements,5661062.0,https://en.wikipedia.org/wiki/Frédéric_Joliot-Curie,https://api.nobelprize.org/2/laureate/193
446,1935,Physics,James Chadwick,for the discovery of the neutron,5661062.0,https://en.wikipedia.org/wiki/James_Chadwick,https://api.nobelprize.org/2/laureate/41
420,1935,Chemistry,Irène Joliot-Curie,in recognition of their synthesis of new radioactive elements,5661062.0,https://en.wikipedia.org/wiki/Irène_Joliot-Curie,https://api.nobelprize.org/2/laureate/194
81,1934,Peace,Arthur Henderson,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,5853888.0,https://en.wikipedia.org/wiki/Arthur_Henderson,https://api.nobelprize.org/2/laureate/499
368,1934,Chemistry,Harold C. Urey,for his discovery of heavy hydrogen,5853888.0,https://en.wikipedia.org/wiki/Harold_Urey,https://api.nobelprize.org/2/laureate/192
971,1934,Physiology or Medicine,William P. Murphy,for their discoveries concerning liver therapy in cases of anaemia,5853888.0,https://en.wikipedia.org/wiki/William_P._Murphy,https://api.nobelprize.org/2/laureate/328
317,1934,Physiology or Medicine,George H. Whipple,for their discoveries concerning liver therapy in cases of anaemia,5853888.0,https://en.wikipedia.org/wiki/George_Whipple,https://api.nobelprize.org/2/laureate/326
322,1934,Physiology or Medicine,George R. Minot,for their discoveries concerning liver therapy in cases of anaemia,5853888.0,https://en.wikipedia.org/wiki/George_Minot,https://api.nobelprize.org/2/laureate/327
591,1934,Literature,Luigi Pirandello,for his bold and ingenious revival of dramatic and scenic art,5853888.0,https://en.wikipedia.org/wiki/Luigi_Pirandello,https://api.nobelprize.org/2/laureate/607
869,1933,Peace,Sir Norman Angell,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,6131952.0,https://en.wikipedia.org/wiki/Norman_Angell,https://api.nobelprize.org/2/laureate/498
906,1933,Physiology or Medicine,Thomas H. Morgan,for his discoveries concerning the role played by the chromosome in heredity,6131952.0,https://en.wikipedia.org/wiki/Thomas_Hunt_Morgan,https://api.nobelprize.org/2/laureate/325
698,1933,Physics,Paul A.M. Dirac,for the discovery of new productive forms of atomic theory,6131952.0,https://en.wikipedia.org/wiki/Paul_Dirac,https://api.nobelprize.org/2/laureate/40
252,1933,Physics,Erwin Schrödinger,for the discovery of new productive forms of atomic theory,6131952.0,https://en.wikipedia.org/wiki/Erwin_Schrödinger,https://api.nobelprize.org/2/laureate/39
426,1933,Literature,Ivan Bunin,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,6131952.0,https://en.wikipedia.org/wiki/Ivan_Bunin,https://api.nobelprize.org/2/laureate/606
855,1932,Physiology or Medicine,Sir Charles Sherrington,for their discoveries regarding the functions of neurons,5980383.0,https://en.wikipedia.org/wiki/Charles_Scott_Sherrington,https://api.nobelprize.org/2/laureate/323
948,1932,Physics,Werner Heisenberg,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",5980383.0,https://en.wikipedia.org/wiki/Werner_Heisenberg,https://api.nobelprize.org/2/laureate/38
496,1932,Literature,John Galsworthy,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,5980383.0,https://en.wikipedia.org/wiki/John_Galsworthy,https://api.nobelprize.org/2/laureate/605
206,1932,Physiology or Medicine,Edgar Adrian,for their discoveries regarding the functions of neurons,5980383.0,"https://en.wikipedia.org/wiki/Edgar_Adrian,_1st_Baron_Adrian",https://api.nobelprize.org/2/laureate/324
421,1932,Chemistry,Irving Langmuir,for his discoveries and investigations in surface chemistry,5980383.0,https://en.wikipedia.org/wiki/Irving_Langmuir,https://api.nobelprize.org/2/laureate/191
459,1931,Peace,Jane Addams,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,5933702.0,https://en.wikipedia.org/wiki/Jane_Addams,https://api.nobelprize.org/2/laureate/496
122,1931,Chemistry,Carl Bosch,in recognition of their contributions to the invention and development of chemical high pressure methods,5933702.0,https://en.wikipedia.org/wiki/Carl_Bosch,https://api.nobelprize.org/2/laureate/189
689,1931,Physiology or Medicine,Otto Warburg,for his discovery of the nature and mode of action of the respiratory enzyme,5933702.0,https://en.wikipedia.org/wiki/Otto_Heinrich_Warburg,https://api.nobelprize.org/2/laureate/322
242,1931,Literature,Erik Axel Karlfeldt,The poetry of Erik Axel Karlfeldt,5933702.0,https://en.wikipedia.org/wiki/Erik_Axel_Karlfeldt,https://api.nobelprize.org/2/laureate/604
660,1931,Peace,Nicholas Murray Butler,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,5933702.0,https://en.wikipedia.org/wiki/Nicholas_Murray_Butler,https://api.nobelprize.org/2/laureate/497
291,1931,Chemistry,Friedrich Bergius,in recognition of their contributions to the invention and development of chemical high pressure methods,5933702.0,https://en.wikipedia.org/wiki/Friedrich_Bergius,https://api.nobelprize.org/2/laureate/190
656,1930,Peace,Nathan Söderblom,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',5739679.0,https://en.wikipedia.org/wiki/Nathan_Söderblom,https://api.nobelprize.org/2/laureate/495
849,1930,Literature,Sinclair Lewis,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",5739679.0,https://en.wikipedia.org/wiki/Sinclair_Lewis,https://api.nobelprize.org/2/laureate/603
533,1930,Physiology or Medicine,Karl Landsteiner,for his discovery of human blood groups,5739679.0,https://en.wikipedia.org/wiki/Karl_Landsteiner,https://api.nobelprize.org/2/laureate/321
854,1930,Physics,Sir Chandrasekhara Venkata Raman,for his work on the scattering of light and for the discovery of the effect named after him,5739679.0,https://en.wikipedia.org/wiki/C._V._Raman,https://api.nobelprize.org/2/laureate/37
362,1930,Chemistry,Hans Fischer,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,5739679.0,https://en.wikipedia.org/wiki/Hans_Fischer,https://api.nobelprize.org/2/laureate/188
147,1929,Physiology or Medicine,Christiaan Eijkman,for his discovery of the antineuritic vitamin,5559731.0,https://en.wikipedia.org/wiki/Christiaan_Eijkman,https://api.nobelprize.org/2/laureate/319
909,1929,Literature,Thomas Mann,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",5559731.0,https://en.wikipedia.org/wiki/Thomas_Mann,https://api.nobelprize.org/2/laureate/602
584,1929,Physics,Louis de Broglie,for his discovery of the wave nature of electrons,5559731.0,https://en.wikipedia.org/wiki/Louis_de_Broglie,https://api.nobelprize.org/2/laureate/36
366,1929,Chemistry,Hans von Euler-Chelpin,for their investigations on the fermentation of sugar and fermentative enzymes,5559731.0,https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin,https://api.nobelprize.org/2/laureate/187
858,1929,Physiology or Medicine,Sir Frederick Hopkins,for his discovery of the growth-stimulating vitamins,5559731.0,https://en.wikipedia.org/wiki/Frederick_Gowland_Hopkins,https://api.nobelprize.org/2/laureate/320
80,1929,Chemistry,Arthur Harden,for their investigations on the fermentation of sugar and fermentative enzymes,5559731.0,https://en.wikipedia.org/wiki/Arthur_Harden,https://api.nobelprize.org/2/laureate/186
278,1929,Peace,Frank B. Kellogg,for his crucial role in bringing about the Briand-Kellogg Pact,5559731.0,https://en.wikipedia.org/wiki/Frank_B._Kellogg,https://api.nobelprize.org/2/laureate/494
691,1928,Physics,Owen Willans Richardson,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,5050582.0,https://en.wikipedia.org/wiki/Owen_Willans_Richardson,https://api.nobelprize.org/2/laureate/35
845,1928,Literature,Sigrid Undset,principally for her powerful descriptions of Northern life during the Middle Ages,5050582.0,https://en.wikipedia.org/wiki/Sigrid_Undset,https://api.nobelprize.org/2/laureate/601
144,1928,Physiology or Medicine,Charles Nicolle,for his work on typhus,5050582.0,https://en.wikipedia.org/wiki/Charles_Nicolle,https://api.nobelprize.org/2/laureate/318
12,1928,Chemistry,Adolf Windaus,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,5050582.0,https://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus,https://api.nobelprize.org/2/laureate/185
119,1927,Physics,C.T.R. Wilson,for his method of making the paths of electrically charged particles visible by condensation of vapour,4071032.0,https://en.wikipedia.org/wiki/Charles_Thomson_Rees_Wilson,https://api.nobelprize.org/2/laureate/34
79,1927,Physics,Arthur H. Compton,for his discovery of the effect named after him,4071032.0,https://en.wikipedia.org/wiki/Arthur_Compton,https://api.nobelprize.org/2/laureate/33
527,1927,Physiology or Medicine,Julius Wagner-Jauregg,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,4071032.0,https://en.wikipedia.org/wiki/Julius_Wagner-Jauregg,https://api.nobelprize.org/2/laureate/317
381,1927,Literature,Henri Bergson,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,4071032.0,https://en.wikipedia.org/wiki/Henri_Bergson,https://api.nobelprize.org/2/laureate/600
590,1927,Peace,Ludwig Quidde,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,4071032.0,https://en.wikipedia.org/wiki/Ludwig_Quidde,https://api.nobelprize.org/2/laureate/493
266,1927,Peace,Ferdinand Buisson,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,4071032.0,https://en.wikipedia.org/wiki/Ferdinand_Buisson,https://api.nobelprize.org/2/laureate/492
378,1927,Chemistry,Heinrich Wieland,for his investigations of the constitution of the bile acids and related substances,4071032.0,https://en.wikipedia.org/wiki/Heinrich_Otto_Wieland,https://api.nobelprize.org/2/laureate/184
896,1926,Chemistry,The Svedberg,for his work on disperse systems,3707807.0,https://en.wikipedia.org/wiki/Theodor_Svedberg,https://api.nobelprize.org/2/laureate/183
74,1926,Peace,Aristide Briand,for their crucial role in bringing about the Locarno Treaty,3707807.0,https://en.wikipedia.org/wiki/Aristide_Briand,https://api.nobelprize.org/2/laureate/490
345,1926,Literature,Grazia Deledda,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,3707807.0,https://en.wikipedia.org/wiki/Grazia_Deledda,https://api.nobelprize.org/2/laureate/597
479,1926,Physiology or Medicine,Johannes Fibiger,for his discovery of the Spiroptera carcinoma,3707807.0,https://en.wikipedia.org/wiki/Johannes_Fibiger,https://api.nobelprize.org/2/laureate/316
354,1926,Peace,Gustav Stresemann,for their crucial role in bringing about the Locarno Treaty,3707807.0,https://en.wikipedia.org/wiki/Gustav_Stresemann,https://api.nobelprize.org/2/laureate/491
462,1926,Physics,Jean Baptiste Perrin,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",3707807.0,https://en.wikipedia.org/wiki/Jean_Baptiste_Perrin,https://api.nobelprize.org/2/laureate/32
138,1925,Peace,Charles G. Dawes,for his crucial role in bringing about the Dawes Plan,3637427.0,https://en.wikipedia.org/wiki/Charles_G._Dawes,https://api.nobelprize.org/2/laureate/489
770,1925,Chemistry,Richard Zsigmondy,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",3637427.0,https://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy,https://api.nobelprize.org/2/laureate/182
852,1925,Peace,Sir Austen Chamberlain,for his crucial role in bringing about the Locarno Treaty,3637427.0,https://en.wikipedia.org/wiki/Austen_Chamberlain,https://api.nobelprize.org/2/laureate/488
309,1925,Literature,George Bernard Shaw,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",3637427.0,https://en.wikipedia.org/wiki/George_Bernard_Shaw,https://api.nobelprize.org/2/laureate/596
353,1925,Physics,Gustav Hertz,for their discovery of the laws governing the impact of an electron upon an atom,3637427.0,https://en.wikipedia.org/wiki/Gustav_Ludwig_Hertz,https://api.nobelprize.org/2/laureate/31
450,1925,Physics,James Franck,for their discovery of the laws governing the impact of an electron upon an atom,3637427.0,https://en.wikipedia.org/wiki/James_Franck,https://api.nobelprize.org/2/laureate/30
599,1924,Physics,Manne Siegbahn,for his discoveries and research in the field of X-ray spectroscopy,3645752.0,https://en.wikipedia.org/wiki/Manne_Siegbahn,https://api.nobelprize.org/2/laureate/29
954,1924,Physiology or Medicine,Willem Einthoven,for his discovery of the mechanism of the electrocardiogram,3645752.0,https://en.wikipedia.org/wiki/Willem_Einthoven,https://api.nobelprize.org/2/laureate/315
977,1924,Literature,Władysław Reymont,"for his great national epic, <I>The Peasants</I>",3645752.0,https://en.wikipedia.org/wiki/Władysław_Reymont,https://api.nobelprize.org/2/laureate/594
297,1923,Chemistry,Fritz Pregl,for his invention of the method of micro-analysis of organic substances,3590029.0,https://en.wikipedia.org/wiki/Fritz_Pregl,https://api.nobelprize.org/2/laureate/181
774,1923,Physics,Robert A. Millikan,for his work on the elementary charge of electricity and on the photoelectric effect,3590029.0,https://en.wikipedia.org/wiki/Robert_Andrews_Millikan,https://api.nobelprize.org/2/laureate/28
